Age,Gender,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_Life_Balance,Job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_Count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Marital_Status_Married,Marital_Status_Single,Department_HR,Department_IT,Department_Marketing,Department_Sales,Job_Role_Assistant,Job_Role_Executive,Job_Role_Manager,Salary_Experience_Ratio,Workload_Score,Overall_Satisfaction_Index,Career_Stagnation_Ratio,Is_Overworked,High_Absenteeism,Age_Group_Millennial,Age_Group_Gen_X,Age_Group_Boomer
47,1,4,13691,18,10,9,7,1,5,3,70,1,3,48,9,4,3,4,49,2,1,False,True,False,False,True,False,False,False,False,1244.6363636363637,144,4.0,0.8181818181818182,1,1,False,False,True
47,0,5,19599,34,6,14,1,4,5,4,34,1,6,59,11,1,3,1,32,2,0,False,True,False,True,False,False,False,False,True,2799.8571428571427,354,2.5,2.0,1,1,False,False,True
39,1,4,9613,77,20,5,9,2,2,3,92,0,2,30,3,2,1,1,1,1,0,False,False,False,False,False,True,False,False,False,457.76190476190476,60,1.5,0.23809523809523808,0,0,False,True,False
49,0,2,14092,97,5,14,8,1,5,1,79,0,9,58,10,1,1,4,13,4,0,False,True,False,False,False,True,False,False,False,2348.6666666666665,522,2.75,2.3333333333333335,1,1,False,False,True
30,0,5,11477,49,10,8,9,1,4,3,71,1,7,58,11,2,3,1,35,4,1,True,False,False,True,False,False,False,False,True,1043.3636363636363,406,2.5,0.7272727272727273,1,1,True,False,False
47,1,5,11052,59,12,10,7,2,5,1,50,0,8,31,17,4,4,4,46,3,0,True,False,False,False,True,False,False,False,False,850.1538461538462,248,4.25,0.7692307692307693,0,1,False,False,True
44,1,2,6059,71,18,10,3,1,5,1,58,1,2,50,12,3,2,1,9,1,0,True,False,True,False,False,False,False,True,False,318.89473684210526,100,2.75,0.5263157894736842,1,1,False,True,False
58,1,2,3050,38,3,1,3,4,5,2,72,0,4,41,8,1,3,2,13,1,0,False,True,False,False,False,False,True,False,False,762.5,164,2.75,0.25,0,1,False,False,True
52,1,2,8538,34,5,14,4,1,3,3,19,1,8,39,0,4,2,2,35,3,0,False,False,True,False,False,False,False,True,False,1423.0,312,2.75,2.3333333333333335,0,0,False,False,True
20,0,2,4725,42,29,4,0,2,4,4,18,1,9,50,13,1,3,3,8,3,0,False,True,True,False,False,False,False,True,False,157.5,450,2.75,0.13333333333333333,1,1,False,False,False
46,0,5,18410,52,3,13,6,1,4,1,15,0,4,56,16,4,1,1,44,4,0,False,True,False,False,True,False,False,True,False,4602.5,224,2.5,3.25,1,1,False,False,True
32,0,4,7566,38,3,2,3,3,5,1,61,0,6,48,7,1,4,3,41,1,0,True,False,False,False,False,False,False,False,True,1891.5,288,3.25,0.5,1,1,True,False,False
22,0,2,14495,98,9,2,0,1,2,2,28,0,5,51,15,3,4,4,11,4,0,False,True,False,False,False,False,False,False,False,1449.5,255,3.25,0.2,1,1,False,False,False
58,1,3,10857,38,4,2,3,1,3,2,97,0,6,49,10,1,4,1,35,3,0,False,False,False,False,False,True,False,True,False,2171.4,294,2.25,0.4,1,1,False,False,True
25,0,5,13909,84,20,2,3,1,2,2,91,1,3,31,4,2,1,4,18,1,0,True,False,False,True,False,False,False,True,False,662.3333333333334,93,2.25,0.09523809523809523,0,0,True,False,False
27,1,1,10826,39,17,8,0,2,1,1,33,0,5,33,11,4,4,3,14,2,1,False,False,False,False,True,False,False,False,False,601.4444444444445,165,3.0,0.4444444444444444,0,1,True,False,False
46,0,4,16791,95,28,6,8,2,3,4,80,1,7,50,14,4,1,3,43,4,0,False,False,False,False,False,False,False,False,True,579.0,350,2.75,0.20689655172413793,1,1,False,False,True
28,1,5,7533,95,7,9,7,4,5,1,3,0,4,35,11,1,3,1,2,3,0,False,False,False,False,True,False,False,True,False,941.625,140,2.5,1.125,0,1,True,False,False
56,1,2,18491,83,29,2,8,3,3,2,54,0,5,46,10,4,3,1,48,2,0,False,True,False,False,False,True,False,False,False,616.3666666666667,230,2.75,0.06666666666666667,1,1,False,False,True
52,1,3,19907,31,26,13,6,2,3,2,51,1,6,58,3,3,3,4,49,4,0,False,True,True,False,False,False,False,False,False,737.2962962962963,348,3.25,0.48148148148148145,1,0,False,False,True
43,1,1,7601,72,13,1,4,3,2,2,97,0,9,52,12,3,4,2,15,1,0,False,True,False,False,False,False,True,False,False,542.9285714285714,468,2.75,0.07142857142857142,1,1,False,True,False
34,1,4,13130,87,25,14,6,1,1,2,29,1,9,30,19,2,3,2,40,2,1,False,True,False,False,False,True,False,True,False,505.0,270,2.0,0.5384615384615384,0,1,True,False,False
51,0,2,4204,34,28,8,1,1,3,1,58,1,9,59,15,3,4,1,48,4,0,True,False,False,False,True,False,False,True,False,144.9655172413793,531,2.75,0.27586206896551724,1,1,False,False,True
51,1,5,7082,16,24,10,9,1,1,2,63,0,1,49,7,2,3,1,23,4,1,False,True,False,False,False,True,True,False,False,283.28,49,1.75,0.4,1,1,False,False,True
43,0,5,6334,97,12,14,6,1,1,4,37,1,3,58,19,4,1,1,15,2,0,True,False,False,False,False,True,False,False,False,487.2307692307692,174,1.75,1.0769230769230769,1,1,False,True,False
31,0,4,3711,23,18,13,3,3,2,4,29,0,2,39,11,1,4,2,45,1,0,False,False,False,False,False,True,False,False,False,195.31578947368422,78,2.25,0.6842105263157895,0,1,True,False,False
58,1,3,12104,77,22,3,4,4,2,1,94,0,6,33,4,2,4,4,2,1,0,True,False,False,False,False,True,False,True,False,526.2608695652174,198,3.0,0.13043478260869565,0,0,False,False,True
21,0,2,8710,97,26,3,6,3,5,2,42,1,9,30,16,4,3,4,21,4,0,False,True,False,False,False,True,False,True,False,322.5925925925926,270,4.0,0.1111111111111111,0,1,False,False,False
22,0,4,12926,82,26,8,1,1,5,3,95,1,2,45,2,3,2,4,23,3,0,True,False,False,False,False,True,True,False,False,478.74074074074076,90,3.5,0.2962962962962963,0,0,False,False,False
56,0,4,18977,20,15,5,4,4,3,3,55,1,7,54,0,3,1,2,29,2,0,False,True,False,True,False,False,False,True,False,1186.0625,378,2.25,0.3125,1,0,False,False,True
36,1,5,13328,25,5,8,1,4,5,1,97,1,1,54,15,1,1,2,31,1,0,False,True,False,False,True,False,False,True,False,2221.3333333333335,54,2.25,1.3333333333333333,1,1,False,True,False
21,1,4,3331,35,24,2,9,1,2,2,81,0,4,48,2,1,1,2,22,1,0,True,False,True,False,False,False,False,False,True,133.24,192,1.5,0.08,1,0,False,False,False
21,1,1,18790,77,1,10,5,4,5,4,5,0,1,56,16,3,1,3,6,1,1,True,False,False,False,True,False,True,False,False,9395.0,56,3.0,5.0,1,1,False,False,False
47,1,1,6834,44,9,9,9,2,5,2,2,0,1,44,3,1,2,1,47,3,1,False,False,False,False,False,False,False,False,False,683.4,44,2.25,0.9,0,0,False,False,True
42,0,2,19177,96,9,2,7,1,5,4,39,0,7,33,2,4,4,4,12,3,1,False,False,False,False,False,False,False,True,False,1917.7,231,4.25,0.2,0,0,False,True,False
56,0,4,11899,35,13,9,6,4,1,4,77,1,5,30,0,4,2,4,26,1,0,False,False,False,False,True,False,False,False,False,849.9285714285714,150,2.75,0.6428571428571429,0,0,False,False,True
51,0,5,10210,37,11,10,4,3,5,4,37,1,8,46,5,1,1,1,10,2,1,False,False,False,False,False,True,False,True,False,850.8333333333334,368,2.0,0.8333333333333334,1,0,False,False,True
52,0,2,8804,75,28,6,2,4,2,4,16,0,2,48,10,3,4,2,12,3,0,False,False,False,True,False,False,False,False,True,303.58620689655174,96,2.75,0.20689655172413793,1,1,False,False,True
20,0,3,10733,44,23,12,3,3,1,4,50,0,6,50,7,1,1,3,15,4,0,True,False,True,False,False,False,True,False,False,447.2083333333333,300,1.5,0.5,1,1,False,False,False
38,0,5,3252,60,24,12,1,2,5,4,26,0,9,43,5,1,3,1,18,1,0,False,False,False,False,False,True,True,False,False,130.08,387,2.5,0.48,0,0,False,True,False
21,1,3,12190,74,29,5,5,1,5,4,36,1,3,38,4,3,2,1,5,3,0,True,False,False,False,True,False,False,False,False,406.3333333333333,114,2.75,0.16666666666666666,0,0,False,False,False
45,0,2,17122,32,9,7,7,4,2,2,25,0,6,44,4,2,4,3,15,1,0,False,False,False,False,True,False,False,False,True,1712.2,264,2.75,0.7,0,0,False,False,True
51,0,1,8827,76,29,14,7,2,3,4,77,1,9,42,17,3,3,3,28,2,0,False,True,False,True,False,False,False,False,False,294.23333333333335,378,3.0,0.4666666666666667,0,1,False,False,True
25,0,5,11484,59,5,7,8,3,2,2,59,0,3,38,9,4,4,4,9,4,0,False,False,False,True,False,False,False,False,True,1914.0,114,3.5,1.1666666666666667,0,1,True,False,False
51,1,5,10552,75,14,4,4,2,4,3,99,1,5,47,13,2,3,1,36,2,1,False,True,False,False,True,False,False,True,False,703.4666666666667,235,2.5,0.26666666666666666,1,1,False,False,True
23,0,2,17351,73,27,7,9,2,2,1,87,0,6,42,14,2,3,4,17,3,0,True,False,False,False,False,True,False,True,False,619.6785714285714,252,2.75,0.25,0,1,False,False,False
30,0,5,19420,49,16,3,5,3,3,3,20,1,1,59,14,3,4,3,21,4,0,False,False,False,False,False,True,False,False,True,1142.3529411764705,59,3.25,0.17647058823529413,1,1,True,False,False
36,1,5,4444,36,2,3,1,1,2,3,64,1,8,40,4,1,1,3,27,2,0,True,False,False,False,False,True,False,True,False,1481.3333333333333,320,1.75,1.0,0,0,False,True,False
57,0,2,10793,38,15,7,9,2,1,2,61,0,3,55,1,3,4,1,29,2,0,False,False,True,False,False,False,True,False,False,674.5625,165,2.25,0.4375,1,0,False,False,True
43,1,4,9677,65,17,1,3,2,1,1,41,1,8,34,5,4,4,3,43,2,1,True,False,True,False,False,False,False,False,True,537.6111111111111,272,3.0,0.05555555555555555,0,0,False,True,False
24,1,2,10861,79,5,8,2,3,2,1,95,0,1,55,9,4,2,1,42,1,1,False,False,False,False,False,True,False,False,True,1810.1666666666667,55,2.25,1.3333333333333333,1,1,False,False,False
53,0,5,16268,29,24,11,8,3,1,4,62,1,4,48,7,2,4,4,39,1,1,False,False,False,False,True,False,False,False,False,650.72,192,2.75,0.44,1,1,False,False,True
25,0,2,13634,42,10,2,5,2,3,3,74,1,4,35,17,3,2,3,10,4,0,False,True,False,True,False,False,False,False,True,1239.4545454545455,140,2.75,0.18181818181818182,0,1,True,False,False
41,1,5,9420,56,15,1,5,4,4,3,57,0,8,32,12,4,1,2,40,2,0,True,False,False,False,False,False,False,False,False,588.75,256,2.75,0.0625,0,1,False,True,False
30,0,3,7378,34,20,6,3,3,4,2,80,1,4,45,6,2,2,2,3,3,0,True,False,False,True,False,False,False,False,True,351.3333333333333,180,2.5,0.2857142857142857,0,1,True,False,False
35,0,3,3998,57,4,4,5,1,3,4,61,0,4,47,18,2,4,1,4,2,0,True,False,False,True,False,False,True,False,False,799.6,188,2.5,0.8,1,1,False,True,False
52,1,1,7302,94,4,7,0,4,5,1,66,1,7,39,3,4,2,2,49,2,0,True,False,False,False,False,False,True,False,False,1460.4,273,3.25,1.4,0,0,False,False,True
28,1,2,10830,83,24,12,8,4,5,3,28,0,8,32,8,3,3,3,34,4,0,True,False,False,False,False,True,True,False,False,433.2,256,3.5,0.48,0,1,True,False,False
25,0,2,17898,77,29,3,2,2,4,3,18,1,6,31,6,3,3,2,42,2,1,False,True,False,True,False,False,False,False,False,596.6,186,3.0,0.1,0,1,True,False,False
35,1,3,17054,57,7,11,4,1,1,3,96,1,4,30,9,2,3,3,14,4,0,False,False,False,False,False,False,False,False,False,2131.75,120,2.25,1.375,0,1,False,True,False
48,0,3,9735,93,29,2,6,4,1,2,4,1,7,45,19,1,3,1,23,1,0,False,True,False,False,True,False,False,True,False,324.5,315,1.5,0.06666666666666667,0,1,False,False,True
22,0,3,3130,16,27,12,1,3,5,2,65,1,9,45,4,4,1,1,31,4,0,True,False,False,False,True,False,False,False,False,111.78571428571429,405,2.75,0.42857142857142855,0,0,False,False,False
39,0,1,15423,91,1,11,3,1,4,1,8,0,2,59,6,2,1,4,38,1,0,True,False,False,False,True,False,False,False,False,7711.5,118,2.75,5.5,1,1,False,True,False
55,0,1,14609,37,26,4,5,1,2,4,40,0,3,52,1,3,2,4,40,4,0,False,False,False,False,False,True,True,False,False,541.074074074074,156,2.75,0.14814814814814814,1,0,False,False,True
38,1,4,13409,26,22,4,0,2,2,2,24,0,1,51,8,1,2,1,49,1,0,False,True,False,True,False,False,False,False,True,583.0,51,1.5,0.17391304347826086,1,1,False,True,False
45,0,2,4186,60,20,11,5,4,1,1,83,1,7,33,19,2,2,3,3,4,1,False,False,False,True,False,False,False,False,False,199.33333333333334,231,2.0,0.5238095238095238,0,1,False,False,True
22,1,1,7294,47,2,4,4,3,3,3,74,0,6,42,11,4,1,4,13,2,0,False,False,True,False,False,False,False,True,False,2431.3333333333335,252,3.0,1.3333333333333333,0,1,False,False,False
38,0,5,11135,58,19,3,1,4,5,1,11,0,8,48,7,3,1,1,19,4,0,False,True,False,False,True,False,False,False,True,556.75,384,2.5,0.15,1,1,False,True,False
39,0,2,14004,39,4,7,5,4,1,1,64,0,2,35,5,1,2,4,34,2,0,False,False,False,False,False,True,False,False,False,2800.8,70,2.0,1.4,0,0,False,True,False
51,1,4,12709,49,26,5,4,3,3,3,87,0,5,45,10,1,2,3,31,1,0,False,True,False,False,False,False,False,False,True,470.7037037037037,225,2.25,0.18518518518518517,0,1,False,False,True
26,0,3,19389,49,23,11,0,4,3,3,80,0,1,33,8,2,2,3,3,3,0,False,True,False,False,False,True,False,False,True,807.875,33,2.5,0.4583333333333333,0,1,True,False,False
52,1,4,5150,79,1,4,5,1,5,2,15,1,9,35,5,4,3,3,6,4,0,True,False,False,True,False,False,False,False,True,2575.0,315,3.75,2.0,0,0,False,False,True
59,1,2,17144,57,1,5,6,2,3,3,54,1,2,54,12,4,2,4,49,4,0,False,False,False,False,True,False,False,False,True,8572.0,108,3.25,2.5,1,1,False,False,True
58,0,3,15458,82,3,7,8,2,3,3,37,1,7,36,19,3,1,3,47,2,0,True,False,True,False,False,False,False,False,True,3864.5,252,2.5,1.75,0,1,False,False,True
37,0,4,8808,76,18,4,1,1,5,4,42,0,7,48,9,2,2,1,47,3,0,False,False,False,False,False,True,False,False,False,463.57894736842104,336,2.5,0.21052631578947367,1,1,False,True,False
59,0,4,10892,45,3,12,5,4,4,3,7,0,4,57,11,2,1,2,27,2,0,False,False,True,False,False,False,False,False,True,2723.0,228,2.25,3.0,1,1,False,False,True
20,0,2,8553,42,3,13,5,4,2,4,52,0,6,49,4,3,4,2,6,3,0,True,False,False,True,False,False,False,False,True,2138.25,294,2.75,3.25,1,0,False,False,False
30,1,1,10154,25,27,14,0,2,4,3,60,0,2,54,4,2,3,1,8,4,0,True,False,False,False,False,False,False,True,False,362.64285714285717,108,2.5,0.5,1,0,True,False,False
47,0,5,10139,46,13,10,7,2,2,2,87,0,2,59,3,2,2,1,32,3,1,True,False,False,False,False,True,False,True,False,724.2142857142857,118,1.75,0.7142857142857143,1,0,False,False,True
44,0,4,18479,80,1,5,4,3,2,3,69,0,9,43,19,1,2,3,13,2,0,False,True,False,True,False,False,False,False,True,9239.5,387,2.0,2.5,0,1,False,True,False
42,0,5,3177,74,13,6,1,3,5,1,45,0,1,42,7,2,1,3,35,2,1,False,False,False,False,True,False,False,False,False,226.92857142857142,42,2.75,0.42857142857142855,0,1,False,True,False
50,0,2,18488,65,22,6,4,3,4,1,8,0,6,51,10,4,2,4,2,2,1,False,True,False,False,False,True,False,True,False,803.8260869565217,306,3.5,0.2608695652173913,1,1,False,False,True
49,0,2,13802,73,24,12,3,3,5,3,66,0,1,47,13,3,4,4,33,1,0,False,False,True,False,False,False,False,True,False,552.08,47,4.0,0.48,1,1,False,False,True
54,1,1,7513,91,5,12,6,2,4,1,99,1,6,55,15,4,1,3,16,3,0,False,False,False,False,False,True,False,False,True,1252.1666666666667,330,3.0,2.0,1,1,False,False,True
26,0,3,11745,31,17,7,9,4,3,2,22,0,4,53,6,1,2,4,29,4,1,False,True,False,True,False,False,False,False,False,652.5,212,2.5,0.3888888888888889,1,1,True,False,False
35,1,5,14581,82,11,10,7,1,1,3,30,1,5,59,16,3,2,2,37,2,0,False,True,False,True,False,False,True,False,False,1215.0833333333333,295,2.0,0.8333333333333334,1,1,False,True,False
45,0,4,10774,52,10,13,0,2,4,3,33,0,4,48,16,2,3,3,44,3,0,False,False,True,False,False,False,False,False,False,979.4545454545455,192,3.0,1.1818181818181819,1,1,False,False,True
21,0,3,19625,78,27,3,0,1,4,2,34,1,5,32,17,1,2,2,10,3,0,True,False,False,True,False,False,False,True,False,700.8928571428571,160,2.25,0.10714285714285714,0,1,False,False,False
20,0,5,12571,17,23,12,7,1,3,3,47,1,3,34,5,1,4,4,32,4,0,True,False,False,False,False,True,False,True,False,523.7916666666666,102,3.0,0.5,0,0,False,False,False
31,1,5,12788,68,27,8,3,4,3,3,80,0,6,54,8,3,2,4,31,3,0,True,False,True,False,False,False,False,True,False,456.7142857142857,324,3.0,0.2857142857142857,1,1,True,False,False
24,0,3,11028,90,15,5,7,4,2,4,20,0,1,39,15,3,3,1,13,3,0,True,False,False,True,False,False,False,True,False,689.25,39,2.25,0.3125,0,1,False,False,False
56,1,3,16749,58,13,1,6,1,1,2,66,0,2,36,7,2,4,4,38,2,1,False,False,False,True,False,False,False,True,False,1196.357142857143,72,2.75,0.07142857142857142,0,1,False,False,True
51,1,1,16753,96,10,4,8,2,1,1,37,1,6,44,18,2,3,1,16,4,0,True,False,False,False,False,True,False,False,True,1523.0,264,1.75,0.36363636363636365,0,1,False,False,True
28,0,4,13196,44,9,11,6,1,1,3,52,0,9,53,5,4,4,1,26,3,0,True,False,False,True,False,False,False,False,True,1319.6,477,2.5,1.1,1,0,True,False,False
54,1,4,4300,89,28,4,3,4,4,3,34,0,5,52,15,1,1,1,4,2,0,True,False,False,False,False,True,False,False,True,148.27586206896552,260,1.75,0.13793103448275862,1,1,False,False,True
38,0,4,10923,99,7,14,4,3,4,4,97,1,2,53,17,1,4,1,28,2,0,False,False,False,False,True,False,False,True,False,1365.375,106,2.5,1.75,1,1,False,True,False
35,0,3,9673,68,25,8,6,4,5,3,13,1,5,53,12,4,1,2,15,4,0,False,True,False,False,False,True,False,False,True,372.03846153846155,265,3.0,0.3076923076923077,1,1,False,True,False
22,1,1,14976,62,10,13,1,4,2,4,79,1,6,47,4,2,1,3,44,3,0,True,False,False,False,False,False,False,True,False,1361.4545454545455,282,2.0,1.1818181818181819,1,0,False,False,False
39,0,2,7287,49,9,10,2,2,3,4,57,1,2,43,9,4,3,1,38,3,0,False,False,False,True,False,False,False,False,False,728.7,86,2.75,1.0,0,1,False,True,False
43,0,1,17384,82,13,9,2,1,3,4,67,1,7,47,1,4,4,1,27,3,0,False,False,False,False,True,False,True,False,False,1241.7142857142858,329,3.0,0.6428571428571429,1,0,False,True,False
52,1,3,9237,40,16,3,8,1,3,4,72,1,8,38,7,2,1,4,28,2,0,True,False,True,False,False,False,False,False,False,543.3529411764706,304,2.5,0.17647058823529413,0,1,False,False,True
43,1,1,6805,86,2,12,1,1,5,1,37,0,8,33,17,3,2,1,24,4,0,False,True,False,False,False,False,True,False,False,2268.3333333333335,264,2.75,4.0,0,1,False,True,False
30,1,3,5214,70,8,11,3,3,5,2,14,0,6,51,13,3,1,2,27,4,0,False,True,True,False,False,False,False,False,True,579.3333333333334,306,2.75,1.2222222222222223,1,1,True,False,False
27,1,5,19621,90,28,10,7,3,4,2,53,1,4,44,5,3,4,2,23,1,0,False,True,False,False,False,False,True,False,False,676.5862068965517,176,3.25,0.3448275862068966,0,0,True,False,False
55,1,5,3732,83,23,1,0,3,5,3,64,0,2,52,3,1,4,1,13,1,0,False,False,False,False,True,False,False,False,False,155.5,104,2.75,0.041666666666666664,1,0,False,False,True
57,1,2,17925,94,28,11,8,3,5,2,9,1,1,30,7,1,4,1,4,2,1,True,False,False,False,True,False,False,False,False,618.1034482758621,30,2.75,0.3793103448275862,0,1,False,False,True
59,0,5,5824,78,7,13,5,3,3,4,10,0,8,44,0,4,4,1,45,2,0,True,False,False,False,True,False,True,False,False,728.0,352,3.0,1.625,0,0,False,False,True
39,1,2,5454,43,2,13,3,4,5,4,94,0,5,53,15,4,4,3,33,2,0,False,False,False,False,False,False,False,False,False,1818.0,265,4.0,4.333333333333333,1,1,False,True,False
54,1,4,15497,92,1,11,4,2,2,1,35,0,9,40,3,1,3,2,31,1,0,True,False,False,False,False,True,False,False,True,7748.5,360,2.0,5.5,0,0,False,False,True
44,0,3,14575,73,4,8,6,2,5,1,97,1,8,30,10,2,3,3,2,2,0,True,False,True,False,False,False,False,False,False,2915.0,240,3.25,1.6,0,1,False,True,False
54,0,4,11168,39,23,9,7,4,1,3,56,0,2,55,16,2,1,3,27,1,0,False,True,False,False,False,True,True,False,False,465.3333333333333,110,1.75,0.375,1,1,False,False,True
44,1,4,5424,86,6,4,4,3,5,2,37,0,9,53,3,4,2,4,22,1,0,True,False,False,False,False,True,False,False,True,774.8571428571429,477,3.75,0.5714285714285714,1,0,False,True,False
48,1,2,9183,41,26,5,6,4,4,1,80,1,4,43,15,2,4,3,11,1,0,True,False,False,True,False,False,True,False,False,340.1111111111111,172,3.25,0.18518518518518517,0,1,False,False,True
37,0,3,19469,36,2,4,2,4,2,4,67,0,3,44,19,3,1,3,48,3,0,False,False,True,False,False,False,False,True,False,6489.666666666667,132,2.25,1.3333333333333333,0,1,False,True,False
37,1,2,5016,85,7,4,1,4,5,4,36,0,9,46,12,4,1,3,28,2,1,False,False,False,False,False,False,False,True,False,627.0,414,3.25,0.5,1,1,False,True,False
21,1,1,14678,61,10,11,1,1,4,1,17,1,2,31,11,3,2,3,34,2,1,False,True,False,True,False,False,False,False,True,1334.3636363636363,62,3.0,1.0,0,1,False,False,False
54,0,4,8701,90,27,13,9,2,2,1,38,1,6,47,6,3,3,2,25,1,0,False,False,False,True,False,False,False,False,True,310.75,282,2.5,0.4642857142857143,1,1,False,False,True
35,1,3,15931,69,9,3,2,4,5,1,35,1,7,49,12,4,1,2,2,3,0,False,True,False,False,True,False,False,False,False,1593.1,343,3.0,0.3,1,1,False,True,False
55,0,4,12463,23,2,10,5,3,2,2,39,0,8,47,6,3,4,1,40,4,0,False,True,False,False,False,False,True,False,False,4154.333333333333,376,2.5,3.3333333333333335,1,1,False,False,True
52,1,1,18002,68,26,4,9,4,1,4,6,1,3,58,5,3,4,1,10,1,0,True,False,False,False,False,True,False,True,False,666.7407407407408,174,2.25,0.14814814814814814,1,0,False,False,True
23,0,1,18588,78,15,9,0,3,3,3,75,1,2,51,16,2,2,4,14,1,0,False,True,False,False,False,True,False,False,False,1161.75,102,2.75,0.5625,1,1,False,False,False
52,0,3,18203,53,27,7,2,3,5,2,18,1,2,42,13,2,3,4,3,1,0,True,False,False,False,False,True,False,True,False,650.1071428571429,84,3.5,0.25,0,1,False,False,True
33,0,3,9971,97,15,6,2,1,2,3,36,0,2,36,6,1,2,2,9,2,0,False,True,False,False,True,False,False,False,False,623.1875,72,1.75,0.375,0,1,True,False,False
40,1,1,4397,22,21,12,1,2,4,1,7,0,7,30,17,1,3,3,32,3,0,False,False,False,False,False,True,False,False,False,199.86363636363637,210,2.75,0.5454545454545454,0,1,False,True,False
39,0,4,13157,41,16,9,0,4,1,1,73,1,4,31,0,2,2,2,30,2,0,False,False,True,False,False,False,False,True,False,773.9411764705883,124,1.75,0.5294117647058824,0,0,False,True,False
27,1,5,7156,83,27,11,0,2,3,4,35,0,7,52,16,1,3,3,32,4,0,False,False,False,False,False,True,False,False,False,255.57142857142858,364,2.5,0.39285714285714285,1,1,True,False,False
26,0,4,4530,47,2,13,0,3,4,4,70,0,6,48,19,1,2,4,3,1,0,False,True,False,False,False,True,False,True,False,1510.0,288,2.75,4.333333333333333,1,1,True,False,False
22,0,5,3774,99,17,12,7,4,1,1,91,0,4,58,4,1,2,3,17,1,1,False,True,True,False,False,False,False,False,True,209.66666666666666,232,1.75,0.6666666666666666,1,0,False,False,False
36,0,2,10985,24,11,2,5,4,5,3,40,0,5,45,10,1,2,2,49,4,0,True,False,False,False,True,False,True,False,False,915.4166666666666,225,2.5,0.16666666666666666,0,1,False,True,False
52,1,3,11307,30,23,4,8,4,4,2,42,1,8,34,14,3,2,1,15,3,0,True,False,False,True,False,False,False,False,False,471.125,272,2.5,0.16666666666666666,0,1,False,False,True
31,1,1,10342,25,18,9,2,2,2,1,81,0,6,31,12,2,1,4,22,4,0,True,False,False,False,False,False,False,True,False,544.3157894736842,186,2.25,0.47368421052631576,0,1,True,False,False
